Chr,Meth.x,Locus,gene_id,feature,Description
NW_026262581.1,0,38540160,LOC127702314,exon,uncharacterized LOC127702314
NW_026262581.1,0,38540181,LOC127702314,exon,uncharacterized LOC127702314
NW_026262581.1,0,38540201,LOC127702314,exon,uncharacterized LOC127702314
NW_026262581.1,0,38540210,LOC127702314,exon,uncharacterized LOC127702314
NW_026262581.1,0,38540222,LOC127702314,exon,uncharacterized LOC127702314
NW_026262581.1,0,38540225,LOC127702314,exon,uncharacterized LOC127702314
NW_026262581.1,0,38582510,NA,interg,NA
NW_026262581.1,0,38582525,NA,interg,NA
NW_026262581.1,0,38582554,NA,interg,NA
NW_026262581.1,0,38582584,NA,interg,NA
NW_026262581.1,0,38582594,NA,interg,NA
NW_026262581.1,0,38582605,NA,interg,NA
NW_026262581.1,0,38582627,NA,interg,NA
NW_026262581.1,0,38582645,NA,interg,NA
NW_026262581.1,0,38582690,NA,interg,NA
NW_026262581.1,0,38582750,NA,interg,NA
NW_026262581.1,0,38582756,NA,interg,NA
NW_026262581.1,0,38582761,NA,interg,NA
NW_026262581.1,0,38582781,NA,interg,NA
NW_026262581.1,0,38582792,NA,interg,NA
NW_026262581.1,0,38582813,NA,interg,NA
NW_026262581.1,0,38705639,NA,interg,NA
NW_026262581.1,0,38705674,NA,interg,NA
NW_026262581.1,0,38705690,NA,interg,NA
NW_026262581.1,0,38705715,NA,interg,NA
NW_026262581.1,0,38705751,NA,interg,NA
NW_026262581.1,0,38705786,NA,interg,NA
NW_026262581.1,0,38705803,NA,interg,NA
NW_026262581.1,0,38705840,NA,interg,NA
NW_026262581.1,0,38760307,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38760332,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38768443,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38768458,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38768492,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38768506,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38805435,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38805445,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38805455,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38805486,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38805491,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38805514,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38805517,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38834763,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38834769,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38834803,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38834863,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838603,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838606,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838609,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838612,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838615,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838621,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838636,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838656,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838660,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38838734,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38848247,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38848254,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38848286,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38848300,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38848305,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38848318,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38848340,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38848347,LOC127701968,intron,uncharacterized protein C12orf56-like
NW_026262581.1,0,38893806,NA,interg,NA
NW_026262581.1,0,38893810,NA,interg,NA
NW_026262581.1,0,38893833,NA,interg,NA
NW_026262581.1,0,38893845,NA,interg,NA
NW_026262581.1,0,38893849,NA,interg,NA
NW_026262581.1,0,38893877,NA,interg,NA
NW_026262581.1,0,38947367,NA,interg,NA
NW_026262581.1,0,38947401,NA,interg,NA
NW_026262581.1,0,38947432,NA,interg,NA
NW_026262581.1,0,38948860,NA,interg,NA
NW_026262581.1,0,38948930,NA,interg,NA
NW_026262581.1,0,38948954,NA,interg,NA
NW_026262581.1,0,38948964,NA,interg,NA
NW_026262581.1,0,38951567,NA,interg,NA
NW_026262581.1,0,38951599,NA,interg,NA
NW_026262581.1,0,38951640,NA,interg,NA
NW_026262581.1,0,38974948,NA,interg,NA
NW_026262581.1,0,38974974,NA,interg,NA
NW_026262581.1,0,39046006,NA,interg,NA
NW_026262581.1,0,39046031,NA,interg,NA
NW_026262581.1,0,39046049,NA,interg,NA
NW_026262581.1,0,39046078,NA,interg,NA
NW_026262581.1,0,39046081,NA,interg,NA
NW_026262581.1,0,39046091,NA,interg,NA
NW_026262581.1,0,39108059,NA,interg,NA
NW_026262581.1,0,39164237,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39164253,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39164257,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39164266,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39164376,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39169347,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39169372,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39169385,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39169402,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39208417,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39208463,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39208490,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39208506,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39288622,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39302633,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39302703,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39302714,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39302716,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39312226,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39312254,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39312292,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39312304,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39312325,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353302,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353309,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353341,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353353,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353355,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353358,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353373,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353386,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353408,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353415,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353744,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353783,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353795,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353797,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353800,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353815,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353850,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39353857,LOC127702350,intron,signal peptide%2C CUB and EGF-like domain-containing protein 2
NW_026262581.1,0,39394845,LOC127703886,intron,uncharacterized LOC127703886
NW_026262581.1,0,39394854,LOC127703886,intron,uncharacterized LOC127703886
NW_026262581.1,0,39394876,LOC127703886,intron,uncharacterized LOC127703886
NW_026262581.1,0,39394910,LOC127703886,intron,uncharacterized LOC127703886
NW_026262581.1,0,39394916,LOC127703886,intron,uncharacterized LOC127703886
NW_026262581.1,0,39428197,NA,interg,NA
NW_026262581.1,0,39428204,NA,interg,NA
NW_026262581.1,0,39428218,NA,interg,NA
NW_026262581.1,0,39428289,NA,interg,NA
NW_026262581.1,0,39429071,NA,interg,NA
NW_026262581.1,0,39429077,NA,interg,NA
NW_026262581.1,0,39429133,NA,interg,NA
NW_026262581.1,0,39429142,NA,interg,NA
NW_026262581.1,0,39447997,NA,interg,NA
NW_026262581.1,0,39448007,NA,interg,NA
NW_026262581.1,0,39448015,NA,interg,NA
NW_026262581.1,0,39448049,NA,interg,NA
NW_026262581.1,0,39448059,NA,interg,NA
NW_026262581.1,0,39448110,NA,interg,NA
NW_026262581.1,0,39467652,NA,interg,NA
NW_026262581.1,0,39467658,NA,interg,NA
NW_026262581.1,0,39467691,NA,interg,NA
NW_026262581.1,0,39467703,NA,interg,NA
NW_026262581.1,0,39467705,NA,interg,NA
NW_026262581.1,0,39467708,NA,interg,NA
NW_026262581.1,0,39467724,NA,interg,NA
NW_026262581.1,0,39467737,NA,interg,NA
NW_026262581.1,0,39467759,NA,interg,NA
NW_026262581.1,0,39467766,NA,interg,NA
NW_026262581.1,0,39470100,NA,interg,NA
NW_026262581.1,0,39470106,NA,interg,NA
NW_026262581.1,0,39470113,NA,interg,NA
NW_026262581.1,0,39470139,NA,interg,NA
NW_026262581.1,0,39470151,NA,interg,NA
NW_026262581.1,0,39470153,NA,interg,NA
NW_026262581.1,0,39470156,NA,interg,NA
NW_026262581.1,0,39470172,NA,interg,NA
NW_026262581.1,0,39470185,NA,interg,NA
NW_026262581.1,0,39470207,NA,interg,NA
NW_026262581.1,0,39470214,NA,interg,NA
NW_026262581.1,0,39478687,NA,interg,NA
NW_026262581.1,0,39478712,NA,interg,NA
NW_026262581.1,0,39478739,NA,interg,NA
NW_026262581.1,0,39478769,NA,interg,NA
NW_026262581.1,0,39478771,NA,interg,NA
NW_026262581.1,0,39478780,NA,interg,NA
NW_026262581.1,0,39478797,NA,interg,NA
NW_026262581.1,0,39478823,NA,interg,NA
NW_026262581.1,0,39751055,NA,interg,NA
NW_026262581.1,0,39768223,NA,interg,NA
NW_026262581.1,0,39768270,NA,interg,NA
NW_026262581.1,0,39768294,NA,interg,NA
NW_026262581.1,0,39768309,NA,interg,NA
NW_026262581.1,0,39768317,NA,interg,NA
NW_026262581.1,0,39768342,NA,interg,NA
NW_026262581.1,0,39773867,NA,interg,NA
NW_026262581.1,0,39773891,NA,interg,NA
NW_026262581.1,0,39773897,NA,interg,NA
NW_026262581.1,0,39773904,NA,interg,NA
NW_026262581.1,0,39773946,NA,interg,NA
NW_026262581.1,0,39773964,NA,interg,NA
NW_026262581.1,0,39773989,NA,interg,NA
NW_026262581.1,0,39773997,NA,interg,NA
NW_026262581.1,0,39774009,NA,interg,NA
NW_026262581.1,0,39844828,NA,interg,NA
NW_026262581.1,0,39844842,NA,interg,NA
NW_026262581.1,0,39844875,NA,interg,NA
NW_026262581.1,0,39844891,NA,interg,NA
NW_026262581.1,0,39844907,NA,interg,NA
NW_026262581.1,0,39844912,NA,interg,NA
NW_026262581.1,0,39844939,NA,interg,NA
NW_026262581.1,0,39847163,NA,interg,NA
NW_026262581.1,0,39847167,NA,interg,NA
NW_026262581.1,0,39847175,NA,interg,NA
NW_026262581.1,0,39847191,NA,interg,NA
NW_026262581.1,0,39847203,NA,interg,NA
NW_026262581.1,0,39847207,NA,interg,NA
NW_026262581.1,0,39847235,NA,interg,NA
NW_026262581.1,0,39854478,NA,interg,NA
NW_026262581.1,0,39854526,NA,interg,NA
NW_026262581.1,0,39854529,NA,interg,NA
NW_026262581.1,0,39854543,NA,interg,NA
NW_026262581.1,0,39854580,NA,interg,NA
NW_026262581.1,0,39854584,NA,interg,NA
NW_026262581.1,0,39895831,NA,interg,NA
NW_026262581.1,0,39895845,NA,interg,NA
NW_026262581.1,0,39895884,NA,interg,NA
NW_026262581.1,0,39895891,NA,interg,NA
NW_026262581.1,0,39895896,NA,interg,NA
NW_026262581.1,0,39895916,NA,interg,NA
NW_026262581.1,0,39895933,NA,interg,NA
NW_026262581.1,0,39899808,NA,interg,NA
NW_026262581.1,0,39899824,NA,interg,NA
NW_026262581.1,0,39899860,NA,interg,NA
NW_026262581.1,0,39899865,NA,interg,NA
NW_026262581.1,0,39899884,NA,interg,NA
NW_026262581.1,0,39899903,NA,interg,NA
NW_026262581.1,0,39909202,NA,interg,NA
NW_026262581.1,0,39909209,NA,interg,NA
NW_026262581.1,0,39909241,NA,interg,NA
NW_026262581.1,0,39909253,NA,interg,NA
NW_026262581.1,0,39909255,NA,interg,NA
NW_026262581.1,0,39909258,NA,interg,NA
NW_026262581.1,0,39909274,NA,interg,NA
NW_026262581.1,0,39909287,NA,interg,NA
NW_026262581.1,0,39909309,NA,interg,NA
NW_026262581.1,0,39909316,NA,interg,NA
NW_026262581.1,0,40018981,LOC127702133,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40018985,LOC127702133,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40019028,LOC127702133,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40019037,LOC127702133,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40019039,LOC127702133,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40019074,LOC127702133,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40019080,LOC127702133,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40019094,LOC127702133,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40265050,LOC127702334,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40265077,LOC127702334,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40265112,LOC127702334,intron,proton myo-inositol cotransporter-like
NW_026262581.1,0,40409238,LOC127701662,intron,RNA exonuclease 1 homolog
NW_026262581.1,0,40409259,LOC127701662,intron,RNA exonuclease 1 homolog
NW_026262581.1,0,40409262,LOC127701662,intron,RNA exonuclease 1 homolog
NW_026262581.1,0,40409265,LOC127701662,intron,RNA exonuclease 1 homolog
NW_026262581.1,0,40409268,LOC127701662,intron,RNA exonuclease 1 homolog
NW_026262581.1,0,40409308,LOC127701662,intron,RNA exonuclease 1 homolog
NW_026262581.1,0,40409317,LOC127701662,intron,RNA exonuclease 1 homolog
NW_026262581.1,0,40482718,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40482757,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40482782,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40505918,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40505938,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40505975,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40505994,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40505996,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40506013,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40506041,LOC127701625,intron,terminal uridylyltransferase 4-like
NW_026262581.1,0,40994183,LOC127703027,intron,ADP-ribosylation factor 4
NW_026262581.1,0,40994187,LOC127703027,intron,ADP-ribosylation factor 4
NW_026262581.1,0,40994234,LOC127703027,intron,ADP-ribosylation factor 4
NW_026262581.1,0,40994257,LOC127703027,intron,ADP-ribosylation factor 4
NW_026262581.1,0,41047022,NA,interg,NA
NW_026262581.1,0,41047033,NA,interg,NA
NW_026262581.1,0,41047082,NA,interg,NA
NW_026262581.1,0,41047088,NA,interg,NA
NW_026262581.1,0,41047107,NA,interg,NA
NW_026262581.1,0,41047139,NA,interg,NA
NW_026262581.1,0,41047141,NA,interg,NA
NW_026262581.1,0,41047192,NA,interg,NA
NW_026262581.1,0,41874399,NA,interg,NA
NW_026262581.1,0,41874415,NA,interg,NA
NW_026262581.1,0,41874418,NA,interg,NA
NW_026262581.1,0,41874441,NA,interg,NA
NW_026262581.1,0,41874453,NA,interg,NA
NW_026262581.1,0,41874460,NA,interg,NA
NW_026262581.1,0,41874463,NA,interg,NA
NW_026262581.1,0,41874470,NA,interg,NA
NW_026262581.1,0,41874484,NA,interg,NA
NW_026262581.1,0,41874500,NA,interg,NA
NW_026262581.1,0,41907404,NA,interg,NA
NW_026262581.1,0,41907422,NA,interg,NA
NW_026262581.1,0,41907427,NA,interg,NA
NW_026262581.1,0,41907432,NA,interg,NA
NW_026262581.1,0,41907448,NA,interg,NA
NW_026262581.1,0,41907458,NA,interg,NA
NW_026262581.1,0,41907464,NA,interg,NA
NW_026262581.1,0,41907476,NA,interg,NA
NW_026262581.1,0,41952158,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41952183,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41952186,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41952223,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972308,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972315,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972337,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972350,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972366,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972369,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972371,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972383,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972397,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972415,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41972422,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41989991,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41990016,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41990019,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41990050,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,41990056,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,42032162,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,42032179,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,42032262,LOC127720799,intron,uncharacterized LOC127720799
NW_026262581.1,0,42051536,NA,interg,NA
NW_026262581.1,0,42051586,NA,interg,NA
NW_026262581.1,0,42051606,NA,interg,NA
NW_026262581.1,0,42074300,LOC127702024,intron,integrator complex subunit 13-like
NW_026262581.1,0,42074330,LOC127702024,intron,integrator complex subunit 13-like
NW_026262581.1,0,42074367,LOC127702024,intron,integrator complex subunit 13-like
NW_026262581.1,0,42074382,LOC127702024,intron,integrator complex subunit 13-like
NW_026262581.1,0,42300846,NA,interg,NA
NW_026262581.1,0,42300861,NA,interg,NA
NW_026262581.1,0,42300870,NA,interg,NA
NW_026262581.1,0,42300894,NA,interg,NA
NW_026262581.1,0,42300996,NA,interg,NA
NW_026262581.1,0,42370688,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42370701,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42370704,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42370706,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42370709,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42370729,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42370751,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371571,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371585,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371591,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371606,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371613,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371618,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371639,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371645,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371648,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371668,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371671,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42371680,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42379888,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42379921,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42379941,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42379947,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42382602,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42382624,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42382643,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42382657,LOC127703123,intron,uncharacterized LOC127703123
NW_026262581.1,0,42440466,LOC127703003,intron,protein shisa-5-like
NW_026262581.1,0,42440472,LOC127703003,intron,protein shisa-5-like
NW_026262581.1,0,42440484,LOC127703003,intron,protein shisa-5-like
NW_026262581.1,0,42440489,LOC127703003,intron,protein shisa-5-like
NW_026262581.1,0,42440513,LOC127703003,intron,protein shisa-5-like
NW_026262581.1,0,42440535,LOC127703003,intron,protein shisa-5-like
NW_026262581.1,0,42451678,LOC127702929,intron,microtubule-associated protein RP/EB family member 3-like
NW_026262581.1,0,42451701,LOC127702929,intron,microtubule-associated protein RP/EB family member 3-like
NW_026262581.1,0,42451704,LOC127702929,intron,microtubule-associated protein RP/EB family member 3-like
NW_026262581.1,0,42451741,LOC127702929,intron,microtubule-associated protein RP/EB family member 3-like
NW_026262581.1,0,42539881,LOC127703353,intron,uncharacterized LOC127703353
NW_026262581.1,0,42539908,LOC127703353,intron,uncharacterized LOC127703353
NW_026262581.1,0,42539941,LOC127703353,intron,uncharacterized LOC127703353
NW_026262581.1,0,42718381,LOC127702033,intron,uncharacterized LOC127702033
NW_026262581.1,0,42718429,LOC127702033,intron,uncharacterized LOC127702033
NW_026262581.1,0,42718451,LOC127702033,intron,uncharacterized LOC127702033
NW_026262581.1,0,43404970,LOC127702613,intron,uncharacterized LOC127702613
NW_026262581.1,0,43404981,LOC127702613,intron,uncharacterized LOC127702613
NW_026262581.1,0,43405006,LOC127702613,intron,uncharacterized LOC127702613
NW_026262581.1,0,43405083,LOC127702613,intron,uncharacterized LOC127702613
NW_026262581.1,0,43405085,LOC127702613,intron,uncharacterized LOC127702613
NW_026262581.1,0,43405094,LOC127702613,intron,uncharacterized LOC127702613
NW_026262581.1,0,43405121,LOC127702613,intron,uncharacterized LOC127702613
NW_026262581.1,0,43630654,LOC127702942,intron,CD209 antigen-like
NW_026262581.1,0,43630654,LOC127703479,promoter,uncharacterized LOC127703479
NW_026262581.1,0,43630671,LOC127702942,intron,CD209 antigen-like
NW_026262581.1,0,43630671,LOC127703479,promoter,uncharacterized LOC127703479
NW_026262581.1,0,43630703,LOC127702942,intron,CD209 antigen-like
NW_026262581.1,0,43630703,LOC127703479,promoter,uncharacterized LOC127703479
NW_026262581.1,0,43630717,LOC127702942,intron,CD209 antigen-like
NW_026262581.1,0,43630717,LOC127703479,promoter,uncharacterized LOC127703479
NW_026262581.1,0,43630739,LOC127702942,intron,CD209 antigen-like
NW_026262581.1,0,43630739,LOC127703479,promoter,uncharacterized LOC127703479
NW_026262581.1,0,44170795,NA,interg,NA
NW_026262581.1,0,44170856,NA,interg,NA
NW_026262581.1,0,44170901,NA,interg,NA
NW_026262581.1,0,44170907,NA,interg,NA
NW_026262581.1,0,44170911,NA,interg,NA
NW_026262581.1,0,44306050,LOC127701873,intron,protein MON2 homolog
NW_026262581.1,0,44306112,LOC127701873,intron,protein MON2 homolog
NW_026262581.1,0,44306123,LOC127701873,intron,protein MON2 homolog
NW_026262581.1,0,44306132,LOC127701873,intron,protein MON2 homolog
NW_026262581.1,0,44644601,NA,interg,NA
NW_026262581.1,0,44644604,NA,interg,NA
NW_026262581.1,0,44644645,NA,interg,NA
NW_026262581.1,0,44644658,NA,interg,NA
NW_026262581.1,0,44855649,LOC127701597,intron,phospholipid-transporting ATPase ABCA3-like
NW_026262581.1,0,44952366,LOC127703148,promoter,phospholipid-transporting ATPase ABCA3-like
NW_026262581.1,0,44952389,LOC127703148,promoter,phospholipid-transporting ATPase ABCA3-like
NW_026262581.1,0,44952417,LOC127703148,promoter,phospholipid-transporting ATPase ABCA3-like
NW_026262581.1,0,44952419,LOC127703148,promoter,phospholipid-transporting ATPase ABCA3-like
NW_026262581.1,0,44952475,LOC127703148,promoter,phospholipid-transporting ATPase ABCA3-like
NW_026262581.1,0,45075756,LOC127701605,intron,early endosome antigen 1-like
NW_026262581.1,0,45075823,LOC127701605,intron,early endosome antigen 1-like
NW_026262581.1,0,45075844,LOC127701605,intron,early endosome antigen 1-like
NW_026262581.1,0,45075850,LOC127701605,intron,early endosome antigen 1-like
NW_026262581.1,0,45075855,LOC127701605,intron,early endosome antigen 1-like
NW_026262581.1,0,45075857,LOC127701605,intron,early endosome antigen 1-like
NW_026262581.1,0,45075860,LOC127701605,intron,early endosome antigen 1-like
NW_026262581.1,0,45198435,LOC127702450,intron,nuclear factor NF-kappa-B p100 subunit-like
